lon,lat,heat flow
-118.53,42.445,63.0
-117.84,45.6683,63.0
-118.54,45.3633,63.0
-121.2,45.4683,63.0
-117.39,43.6967,63.0
-118.38,42.6983,63.0
-119.94,43.66,63.0
-118.63,43.42,63.0
-121.68,42.1483,63.0
-121.74,42.1333,63.0
-118.58,43.4667,63.0
-106.42,31.9367,63.0
-106.17,31.7933,63.0
-111.41,41.0733,63.0
-111.23,41.9867,63.0
-109.27,38.185,63.0
-109.27,38.1767,63.0
-109.26,38.1817,63.0
-111.5,38.6583,63.0
-111.53,38.58,63.0
-111.11,41.9483,63.0
-112.9,38.425,63.0
-113.7,37.8917,63.0
-98.08,26.08,63.0
-98.26,26.09,63.0
-98.28,26.17,63.0
-98.36,26.28,63.0
-98.39,26.29,63.0
-97.94,26.35,63.0
-99.03,26.54,63.0
-98.13,26.65,63.0
-97.83,26.67,63.0
-98.08,26.73,63.0
-98.87,26.9,63.0
-98.44,27.07,63.0
-99.22,27.61,63.0
-97.31,27.76,63.0
-98.9,27.94,63.0
-96.96,28.06,63.0
-99.89,28.18,63.0
-99.31,28.19,63.0
-100.12,28.31,63.0
-96.17,28.33,63.0
-98.49,28.4,63.0
-98.42,28.51,63.0
-100.11,28.63,63.0
-97.64,28.65,63.0
-97.93,28.68,63.0
-97.79,28.81,63.0
-99.1,28.87,63.0
-97.78,28.89,63.0
-98.32,28.96,63.0
-98.12,28.98,63.0
-98.02,29.02,63.0
-98.03,29.14,63.0
-96.64,29.29,63.0
-97.13,29.42,63.0
-96.49,29.84,63.0
-95.86,29.94,63.0
-97.14,30.2,63.0
-96.33,30.35,63.0
-96.2,30.36,63.0
-94.6,30.61,63.0
-94.04,30.77,63.0
-97.66,31.01,63.0
-97.28,31.55,63.0
-94.56,31.65,63.0
-95.69,31.78,63.0
-95.62,31.8,63.0
-97.75,32.1,63.0
-97.02,32.21,63.0
-95.85,32.25,63.0
-97.51,32.69,63.0
-96.2,33.3,63.0
-96.15,33.42,63.0
-95.17,33.78,63.0
-102.77,30.95,63.0
-101.21,30.65,63.0
-100.71,30.58,63.0
-100.03,34.28,63.0
-101.58,30.65,63.0
-102.71,35.66,63.0
-100.19,33.66,63.0
-97.6,32.9,63.0
-107.84,46.2,63.0
-104.78,46.51,63.0
-105.78,46.65,63.0
-109.34,48.71,63.0
-101.73,48.93,63.0
-105.4,47.75,63.0
-108.23,46.42,63.0
-104.02,48.57,63.0
-110.32,48.96,63.0
-100.96,48.79,63.0
-107.33,46.18,63.0
-103.81,45.9,63.0
-105.7,48.0,63.0
-110.37,48.96,63.0
-102.53,48.87,63.0
-109.62,47.54,63.0
-108.02,46.28,63.0
-107.05,47.95,63.0
-107.72,46.39,63.0
-104.63,48.75,63.0
-107.89,46.39,63.0
-109.02,48.21,63.0
-103.82,48.65,63.0
-103.66,48.81,63.0
-108.89,48.6,63.0
-106.64,47.14,63.0
-104.11,45.87,63.0
-103.78,45.87,63.0
-104.99,44.74,63.0
-110.16,48.51,63.0
-105.67,47.45,63.0
-109.9,45.87,63.0
-104.69,46.03,63.0
-109.06,45.95,63.0
-105.38,48.06,63.0
-103.72,45.73,63.0
-108.17,47.88,63.0
-103.13,48.4,63.0
-110.81,48.86,63.0
-106.27,46.53,63.0
-104.03,48.81,63.0
-107.9,45.95,63.0
-103.81,47.39,63.0
-109.96,47.59,63.0
-100.07,47.77,63.0
-107.87,47.82,63.0
-106.5,45.26,63.0
-106.43,46.68,63.0
-106.37,46.0,63.0
-104.65,46.09,63.0
-102.3,46.78,63.0
-105.49,48.33,63.0
-97.85,33.4,63.0
-99.25,33.45,63.0
-99.1,33.53,63.0
-99.02,33.72,63.0
-99.3,33.82,63.0
-99.05,33.87,63.0
-102.94,38.02,63.0
-102.38,38.1,63.0
-104.46,37.54,63.0
-93.51,31.21,63.0
-93.11,31.21,63.0
-92.29,31.24,63.0
-91.83,31.84,63.0
-92.01,31.89,63.0
-91.3,31.97,63.0
-91.27,32.06,63.0
-91.11,32.12,63.0
-91.04,32.24,63.0
-91.37,32.71,63.0
-91.29,32.78,63.0
-92.53,32.85,63.0
-88.68,30.43,63.0
-88.91,30.61,63.0
-89.6,30.67,63.0
-89.45,30.84,63.0
-88.57,30.98,63.0
-89.25,31.0,63.0
-87.83,31.09,63.0
-88.58,31.1,63.0
-91.22,31.19,63.0
-87.63,31.23,63.0
-89.2,31.34,63.0
-89.04,31.52,63.0
-87.4,31.53,63.0
-87.57,31.54,63.0
-91.18,31.54,63.0
-90.23,31.71,63.0
-90.68,31.84,63.0
-91.19,31.89,63.0
-88.91,32.18,63.0
-90.79,32.34,63.0
-90.59,32.41,63.0
-89.77,32.48,63.0
-90.53,32.53,63.0
-89.82,32.54,63.0
-89.3,32.54,63.0
-90.28,32.57,63.0
-88.48,32.71,63.0
-89.4,32.81,63.0
-91.04,32.84,63.0
-90.35,32.87,63.0
-91.0,33.35,63.0
-92.77,33.18,63.0
-92.01,33.19,63.0
-95.31,27.01,63.0
-122.105,48.9617,63.0
-122.105,48.9483,63.0
-143.024,60.136,63.0
-146.607,62.109,63.0
-68.75,-33.25,63.0
-48.3,-14.2167,63.0
-49.7333,-21.6667,63.0
-36.0267,-5.4367,63.0
-45.25,-22.6167,63.0
-42.285,-2.81,63.0
-53.0,-16.75,63.0
-51.3983,-22.1317,63.0
-46.3083,-7.47,63.0
-73.545,-37.6517,63.0
-78.9633,21.9583,63.0
-76.5817,-0.4567,63.0
-102.333,29.3,63.0
-97.65,20.7,63.0
-98.45,21.1,63.0
-98.4,21.2,63.0
-98.37,21.72,63.0
-98.03,21.83,63.0
-98.0,21.95,63.0
-98.45,22.62,63.0
-100.58,27.49,63.0
-61.72,-20.1767,63.0
-115.108,32.7567,63.0
-63.185,10.4917,63.0
152.75,-27.4167,63.0
124.953,-11.6917,63.0
148.722,-38.2667,63.0
115.153,-29.8333,63.0
124.703,-17.905,63.0
145.807,-39.8383,63.0
140.852,-37.8282,63.0
152.75,-27.42,63.0
26.9833,43.15,63.0
23.6167,43.7,63.0
25.6,42.07,63.0
25.88,42.95,63.0
26.38,43.12,63.0
16.9,45.5,63.0
16.4,45.4,63.0
14.085,50.2233,63.0
15.47,50.3183,63.0
14.8567,50.5717,63.0
16.9067,48.925,63.0
14.5483,50.36,63.0
18.1583,49.51,63.0
11.4,54.6667,63.0
10.2667,56.3833,63.0
8.5695,56.5603,63.0
10.435,56.3038,63.0
3.3217,43.265,63.0
-0.8867,44.645,63.0
-0.685,44.21,63.0
-0.2,44.0,63.0
-1.0,46.9833,63.0
6.0,48.2,63.0
1.55,48.9833,63.0
4.8667,44.6167,63.0
3.3,48.5667,63.0
-1.9333,48.6667,63.0
-0.0933,43.525,63.0
6.0117,43.995,63.0
5.85,44.125,63.0
7.82,42.3467,63.0
8.0283,41.86,63.0
7.6567,43.2733,63.0
4.7133,42.3433,63.0
6.44,41.805,63.0
10.1,50.8583,63.0
10.6667,51.205,63.0
10.4583,51.3,63.0
12.5333,54.3167,63.0
12.9167,54.25,63.0
13.5333,54.1167,63.0
13.9333,53.5167,63.0
14.25,53.3167,63.0
12.3,53.0667,63.0
11.45,52.7333,63.0
11.1833,52.6333,63.0
13.2167,52.0333,63.0
14.6833,51.9,63.0
11.7333,51.4167,63.0
11.6,51.3,63.0
11.1167,51.2167,63.0
10.7,51.2,63.0
11.3667,51.0833,63.0
12.65,50.8,63.0
10.0667,50.7167,63.0
12.27,49.67,63.0
24.5,40.8,63.0
25.8683,35.475,63.0
-9.64,50.18,63.0
-9.9,50.01,63.0
-9.92,50.31,63.0
35.025,30.9533,63.0
8.4983,40.1033,63.0
7.7483,40.96,63.0
138.133,36.105,63.0
4.233,54.366,63.0
4.2113,54.1298,63.0
3.0998,53.6187,63.0
4.0743,53.6058,63.0
4.2333,53.4573,63.0
4.1777,53.2712,63.0
4.468,52.1565,63.0
5.075,51.7638,63.0
13.9983,72.665,63.0
14.06,72.175,63.0
24.75,44.8667,63.0
25.2167,44.8833,63.0
25.0333,44.8333,63.0
25.25,44.8333,63.0
22.3333,47.5833,63.0
20.5333,46.1333,63.0
26.8667,46.8,63.0
42.8833,45.1667,63.0
56.1667,62.1667,63.0
40.4667,45.8167,63.0
39.9667,45.2833,63.0
39.55,45.85,63.0
44.8333,48.8333,63.0
29.4,59.5833,63.0
52.8,54.9667,63.0
53.8,54.6167,63.0
54.1667,54.4167,63.0
45.6833,44.75,63.0
17.2733,48.2317,63.0
16.2,46.6,63.0
1.3667,41.9167,63.0
-3.6333,42.5833,63.0
-3.55,42.65,63.0
-3.6,42.7,63.0
-2.7,42.7167,63.0
-2.2667,42.8,63.0
-6.32,37.19,63.0
-4.21,36.63,63.0
0.75,40.55,63.0
2.28,41.07,63.0
2.43,40.27,63.0
3.51,40.78,63.0
15.1,59.75,63.0
16.05,58.2667,63.0
6.9,46.95,63.0
32.36,41.7283,63.0
32.3717,41.6967,63.0
32.3533,41.6567,63.0
34.7983,41.5167,63.0
41.4217,39.7117,63.0
37.4383,38.61,63.0
41.4183,38.2167,63.0
39.9717,38.1917,63.0
33.72,38.1867,63.0
40.2783,38.165,63.0
37.5983,36.74,63.0
33.0167,45.3833,63.0
34.2,45.1833,63.0
37.6667,49.0833,63.0
23.35,49.3,63.0
24.6333,48.55,63.0
-0.65,53.4333,63.0
1.4167,52.8667,63.0
0.0627,57.6193,63.0
1.565,56.8395,63.0
2.5618,56.4418,63.0
2.0267,53.356,63.0
2.7035,53.3192,63.0
2.85,52.7333,63.0
-4.2833,55.8833,63.0
-22.1917,65.6983,63.0
-108.866,44.9833,63.0
162.853,-77.6333,63.0
117.817,30.8667,63.0
117.4,38.9167,63.0
121.467,40.95,63.0
121.783,41.1667,63.0
122.083,41.2,63.0
114.867,30.1833,63.0
118.417,37.95,63.0
107.683,36.2167,63.0
110.367,35.4833,63.0
101.15,23.1333,63.0
124.587,29.0683,63.0
95.5617,37.315,63.0
83.9281,38.8108,63.0
72.9167,21.5833,63.0
80.77,20.51,63.0
107.677,-5.9583,63.0
113.928,-6.455,63.0
116.215,-1.955,63.0
67.9167,53.0,63.0
78.2167,44.55,63.0
74.0833,47.95,63.0
76.7333,42.5333,63.0
114.17,49.1,63.0
175.282,-37.7867,63.0
118.648,11.17,63.0
154.033,49.6333,63.0
155.967,55.55,63.0
109.25,51.25,63.0
106.583,52.0,63.0
109.25,51.9167,63.0
72.5,68.0,63.0
67.1667,64.8333,63.0
87.4167,53.8333,63.0
107.633,52.85,63.0
82.8667,55.4,63.0
108.433,53.9333,63.0
106.0,52.5,63.0
108.9,54.4667,63.0
64.8,63.9167,63.0
79.4,60.0,63.0
73.3667,58.9167,63.0
71.25,56.5,63.0
109.417,55.3333,63.0
109.6,55.3167,63.0
112.733,53.5333,63.0
83.0833,59.5,63.0
68.45,58.4667,63.0
76.4,58.0,63.0
70.6667,57.8333,63.0
74.0,66.0,63.0
66.8333,61.8,63.0
71.5,60.0167,63.0
75.5167,59.1833,63.0
108.418,54.11,63.0
108.087,53.64,63.0
108.497,53.9983,63.0
108.983,54.4833,63.0
69.0,60.6667,63.0
71.75,60.6667,63.0
70.6667,60.9333,63.0
75.5,61.5,63.0
127.278,35.8383,63.0
129.283,37.075,63.0
128.667,37.2,63.0
120.632,22.6833,63.0
121.2,24.7833,63.0
99.0667,18.6,63.0
58.5667,41.75,63.0
-3.63333,42.58333,63.0
1.36667,41.91667,63.0
-2.7,42.71667,63.0
-2.26667,42.8,63.0
115.2144,-1.9558,63.0
29.6,38.7,63.0
2.583333,42.666667,63.0
-122.2917,44.1667,63.0
-118.5933,42.425,63.0
-117.7583,46.5183,63.0
25.61667,42.03333,63.0
25.9,42.93333,63.0
26.41667,43.11667,63.0
-115.7083,43.0817,63.0
12.26861111,49.67222222,63.0
6.866666667,6.633333333,63.0
6.85,6.683333333,63.0
5.533333333,5.75,63.0
-82.3,75.3,63.0
-105.2667,39.7833,63.0
-108.8667,44.9833,63.0
114.1705,49.098,63.0
17.7,47.166667,63.0
82.86666667,55.4,63.0
109.3666667,55.61666667,63.0
82.01666667,58.65,63.0
76.03333333,57.71666667,63.0
79.5,57.68333333,63.0
78.7,57.43333333,63.0
78.16666667,60.63333333,63.0
81.31666667,59.2,63.0
76.13333333,58.11666667,63.0
81.28333333,59.71666667,63.0
76.73333333,42.53333333,63.0
75.16666667,43.0,63.0
15.2,59.75,63.0
45.61666667,7.816666667,63.0
83.9281,38.8109,63.0
-6.31889,37.19306,63.0
5.849722222,44.12555556,63.0
12.545,54.32,63.0
11.375,51.09833333,63.0
11.45833333,52.74666667,63.0
10.70833333,51.20833333,63.0
11.185,52.63666667,63.0
12.30333333,53.07166667,63.0
12.65,50.80833333,63.0
13.21833333,52.04833333,63.0
10.06666667,50.725,63.0
11.74833333,51.41666667,63.0
12.93,54.265,63.0
11.61333333,51.30833333,63.0
10.44166667,51.3,63.0
11.11833333,51.22833333,63.0
13.53333333,54.125,63.0
108.9,54.46666667,63.0
109.6,55.31666667,63.0
108.4543333,54.17933333,63.0
-6.73694,32.505,63.0
8.50361,35.14222,63.0
-9.11306,32.35305556,63.0
10.45194,36.15306,63.0
-9.24611,31.40888889,63.0
-5.34,34.3,63.0
-5.95,34.765,63.0
-9.15389,31.35694444,63.0
-9.44806,31.445,63.0
2.68,32.377,63.0
-5.969,34.096,63.0
-6.12,34.66,63.0
-6.498,34.326,63.0
5.4082,22.4537,63.0
-9.39611,31.32305556,63.0
-12.4407,22.6561,63.0
-12.4462,22.6115,63.0
29.41666667,59.73333333,63.0
32.32,49.0,63.0
32.17,48.36,63.0
32.17,48.24,63.0
32.17,48.08,63.0
32.24,47.58,63.0
38.15,47.34,63.0
35.24,47.07,63.0
30.35,50.26,63.0
30.48,50.15,63.0
38.18333333,49.06666667,63.0
115.1533333,-29.83333333,63.0
124.7033333,-17.905,63.0
-45.25,-22.617,63.0
-76.582,-0.457,63.0
-111.5327,38.5796,63.0
-111.1104,41.9491,63.0
-116.1167,32.6667,63.0
-120.0333,39.0667,63.0
27.816,-27.645,63.0
21.439,-31.826,63.0
106.085,52.47833333,63.0
49.96667,69.2,63.0
128.48067,38.22414,63.0
128.70325,35.78039,63.0
128.69914,35.78194,63.0
128.97146,35.1248,63.0
128.1785,35.09489,63.0
-121.7533,37.7383,63.0
-117.8633,34.4267,63.0
-103.71186,29.37048,63.0
-121.1667,51.973,63.0
-120.8043,51.9968,63.0
138.1328,36.1056,63.0
-117.33,76.5086,63.0
-118.2372,77.1938,63.0
-111.7333,37.6833,63.0
140.9465,39.6436,63.0
140.84931,-37.8312,63.0
10.66666667,51.2,63.0
-73.6067,-37.6633,63.0
-22.19167,65.69833,63.0
108.087,53.64033333,63.0
108.4981667,53.99966667,63.0
108.9933333,54.49833333,63.0
-107.9833,36.95,63.0
-119.5167,46.5833,63.0
1.4063,52.8587,63.0
-117.0733,34.7317,63.0
10.1,50.85833333,63.0
175.936539,-37.40036075,63.0
175.9223268,-37.50576869,63.0
175.9141368,-37.59272812,63.0
175.8848025,-37.61003149,63.0
176.0204869,-37.65817773,63.0
176.1178976,-37.66685408,63.0
176.0577436,-37.67762661,63.0
176.1575765,-37.71297323,63.0
176.1709054,-37.72201366,63.0
11.0122,60.4883,63.0
21.79388889,29.20555556,63.0
2.6747,32.3727,63.0
141.9670446,-36.76719964,63.0
145.43154,-36.03156,63.0
143.93906,-36.34279,63.0
141.65151,-36.56625,63.0
105.6482,51.8834,63.0
-48.3,-14.21666667,63.0
-122.1053,48.9608,63.0
111.86,43.22,63.0
120.5,32.6,63.0
143.6324,-38.1163,63.04
-113.07,43.6233,63.1
140.909,-37.226,63.1
106.6,29.8333,63.1
116.628,23.5517,63.1
117.081,33.4278,63.1
117.0813889,33.42777778,63.1
-102.3333333,29.3,63.1
116.21556,-1.95556,63.1
15.5,50.3,63.18
6.75,6.45,63.2
-17.02,14.76,63.2
117.7,48.4333,63.2
118.917,49.0,63.2
110.223,18.6967,63.2
15.47,50.31833333,63.2
118.41,37.95,63.2
-17.03333333,14.73333333,63.2
118.9166667,49.0,63.2
117.7,48.43333333,63.2
37.25,48.33333333,63.22068
35.02472,30.95277,63.269
-103.001,-74.416,63.3
14.69833333,51.915,63.3
-96.96,37.8233,63.4
130.427,37.015,63.4
107.547,36.0639,63.4
106.758,26.6319,63.4
-107.01,34.0433,63.5
-104.76,-74.355,63.5
113.208,23.525,63.5
117.4,37.5667,63.5
116.763,33.4703,63.5
117.4,37.56,63.5
175.183,-37.2667,63.5
116.7633333,33.47027778,63.5
118.8338889,32.01666667,63.5
26.83,41.72,63.55414353
27.36,41.58,63.57596826
140.756,-35.5934,63.6
12.305,75.315,63.6
-1.25,53.05,63.6
21.5,-30.5,63.6
16.08833333,50.52666667,63.6
45.43333333,10.25,63.6
120.3533333,37.64805556,63.6
16.083333,50.533333,63.62
120.9216667,24.06,63.6272
80.8,17.21666667,63.63936
104.2666667,51.66833333,63.63936
143.1666667,43.68333333,63.688
-118.87,41.8117,63.7
-118.73,40.5217,63.7
-119.02,40.4117,63.7
-116.23,40.4933,63.7
-118.59,41.645,63.7
-116.96,41.8267,63.7
-116.98,41.6817,63.7
-119.21,40.2483,63.7
-117.79,38.7783,63.7
-119.17,38.7367,63.7
-120.15,43.5183,63.7
-113.03,39.5133,63.7
6.625508,49.86692,63.7
-102.22,43.74,63.8
-104.72,30.3717,63.8
-104.63,31.735,63.8
-113.14,39.6367,63.8
-113.12,39.6283,63.8
-40.566,-22.448,63.8
115.738,-19.7233,63.8
125.14,-18.69,63.8
-111.844,25.3728,63.9
136.81,-30.62,63.9
137.01,-30.67,63.9
103.862,31.2333,63.9
118.02,48.88,63.9
103.862,31.2325,63.9
27.6,41.38,63.9
13.371,50.991,63.9
103.861944,31.2325,63.9
27.12,41.58,63.92099231
5.5433,29.125,64.0
3.9667,32.5033,64.0
5.2117,31.9433,64.0
4.9917,32.2067,64.0
5.5,20.8333,64.0
5.235,33.54,64.0
38.47,0.7,64.0
35.2167,0.7,64.0
36.38,-0.27,64.0
21.47,28.03,64.0
-5.2333,34.08,64.0
-9.44,31.4533,64.0
-5.8883,34.14,64.0
-5.9383,34.1183,64.0
-5.9217,34.1283,64.0
-5.81,34.2033,64.0
-9.4533,31.455,64.0
-9.35,31.62,64.0
7.28,4.68,64.0
7.55,4.53,64.0
5.0,5.79,64.0
4.94,5.27,64.0
4.85,5.6,64.0
48.8333,6.8,64.0
42.4,0.0667,64.0
10.4683,35.2733,64.0
-11.605,27.3783,64.0
-13.95,25.39,64.0
28.1333,-15.9167,64.0
-65.8833,47.4833,64.0
-135.183,60.75,64.0
-91.6167,49.5833,64.0
-110.931,74.7367,64.0
-113.6,75.8333,64.0
-105.07,50.18,64.0
-103.47,50.73,64.0
-108.29,50.71,64.0
-108.95,52.54,64.0
-100.94,49.67,64.0
-110.65,52.8,64.0
-114.22,53.06,64.0
-110.67,53.85,64.0
-111.56,53.85,64.0
-112.92,54.28,64.0
-113.96,55.59,64.0
-119.6,54.9,64.0
-119.62,55.68,64.0
-126.88,65.29,64.0
-117.45,60.03,64.0
-136.86,66.05,64.0
-134.73,66.34,64.0
-132.43,67.11,64.0
-132.32,69.39,64.0
-135.18,69.62,64.0
-134.9,68.34,64.0
-132.62,69.43,64.0
-133.54,69.02,64.0
-133.07,69.29,64.0
-134.13,68.78,64.0
-132.73,70.15,64.0
-135.33,69.81,64.0
-133.08,69.34,64.0
-136.46,69.71,64.0
-133.25,69.15,64.0
-124.78,59.26,64.0
-124.13,58.18,64.0
-117.59,56.73,64.0
-119.2,56.55,64.0
-119.99,56.64,64.0
-119.83,56.81,64.0
-118.08,57.25,64.0
-118.08,57.77,64.0
-119.91,58.04,64.0
-119.59,58.3,64.0
-119.25,58.56,64.0
-119.94,58.82,64.0
-118.26,59.08,64.0
-118.43,59.34,64.0
-118.6,59.34,64.0
-119.47,59.34,64.0
-117.2,57.69,64.0
-114.74,57.77,64.0
-114.93,58.65,64.0
-117.84,59.0,64.0
-115.79,59.17,64.0
-116.18,59.69,64.0
-130.15,53.35,64.0
-98.79,25.82,64.0
-98.9,25.82,64.0
-98.05,26.01,64.0
-97.71,26.01,64.0
-107.066,39.0,64.0
-76.9583,42.575,64.0
-110.7,32.6667,64.0
-118.366,39.2,64.0
-106.35,33.8833,64.0
-107.616,35.3333,64.0
-108.116,34.3167,64.0
-118.848,43.0867,64.0
-116.85,45.03,64.0
-104.1,36.2667,64.0
-105.983,41.6,64.0
-109.366,33.0833,64.0
-109.15,36.9667,64.0
-119.075,40.915,64.0
-117.853,34.4683,64.0
-121.45,40.34,64.0
-112.141,44.3667,64.0
-113.4,38.0433,64.0
-76.5417,42.9583,64.0
-76.625,42.7083,64.0
-109.651,38.5167,64.0
-121.063,41.65,64.0
-119.988,36.5967,64.0
-110.813,36.6017,64.0
-86.5867,30.505,64.0
-109.416,37.3667,64.0
-107.9,35.95,64.0
-109.283,36.8833,64.0
-107.733,36.2333,64.0
-111.533,41.0167,64.0
-118.576,42.435,64.0
-83.11,33.5417,64.0
-83.0333,33.4767,64.0
-117.773,34.7383,64.0
-105.601,39.9133,64.0
-105.24,39.6783,64.0
-101.803,41.6067,64.0
-122.198,45.77,64.0
-116.168,42.93,64.0
-115.99,42.3817,64.0
-116.983,46.0867,64.0
-122.216,45.7717,64.0
-115.04,35.0433,64.0
-96.45,35.17,64.0
-97.92,36.7283,64.0
-151.72,70.56,64.0
-156.06,70.93,64.0
-110.92,32.7833,64.0
-118.73,34.855,64.0
-153.9,70.88,64.0
-113.29,44.4783,64.0
-116.39,46.0333,64.0
-115.71,43.0833,64.0
-116.35,43.0,64.0
-109.91,45.3767,64.0
-114.06,46.9583,64.0
-78.93,34.57,64.0
-100.57,40.96,64.0
-118.46,41.7017,64.0
-117.09,39.515,64.0
-71.18,43.8833,64.0
-104.7,36.15,64.0
-118.11,43.96,64.0
-104.48,29.8533,64.0
-109.6,38.4217,64.0
-109.73,38.4083,64.0
-109.3,38.2567,64.0
-111.73,37.6833,64.0
-121.32,46.105,64.0
-121.35,47.5083,64.0
-119.27,46.3617,64.0
-119.52,46.5833,64.0
-98.38,26.22,64.0
-98.06,26.24,64.0
-98.93,26.66,64.0
-97.95,26.69,64.0
-98.92,27.04,64.0
-99.39,27.28,64.0
-97.08,27.44,64.0
-99.64,27.65,64.0
-99.03,28.15,64.0
-97.35,28.17,64.0
-99.84,28.31,64.0
-97.04,28.32,64.0
-98.01,28.39,64.0
-99.52,28.46,64.0
-97.83,28.5,64.0
-100.05,28.65,64.0
-97.92,28.99,64.0
-97.77,29.06,64.0
-97.56,29.15,64.0
-97.36,29.34,64.0
-96.86,29.51,64.0
-96.92,29.54,64.0
-97.21,29.57,64.0
-100.81,29.75,64.0
-96.03,29.8,64.0
-96.53,29.98,64.0
-97.14,30.13,64.0
-97.25,30.4,64.0
-97.01,30.47,64.0
-96.94,30.52,64.0
-94.67,30.73,64.0
-95.6,30.94,64.0
-95.42,31.11,64.0
-95.69,31.13,64.0
-94.39,31.17,64.0
-96.69,31.19,64.0
-95.2,31.21,64.0
-95.82,31.27,64.0
-95.44,31.3,64.0
-96.05,31.38,64.0
-94.12,31.68,64.0
-95.62,31.72,64.0
-95.16,31.82,64.0
-96.26,32.26,64.0
-95.38,32.73,64.0
-95.95,32.76,64.0
-96.17,33.05,64.0
-102.61,36.63,64.0
-102.47,30.69,64.0
-101.14,48.57,64.0
-104.0,48.51,64.0
-104.26,46.34,64.0
-108.26,46.71,64.0
-104.21,47.54,64.0
-108.35,46.06,64.0
-101.17,48.39,64.0
-108.69,46.48,64.0
-104.09,46.0,64.0
-104.95,44.34,64.0
-104.0,47.2,64.0
-104.26,46.47,64.0
-104.31,48.82,64.0
-102.42,48.69,64.0
-105.51,46.84,64.0
-104.36,48.86,64.0
-105.63,48.28,64.0
-110.17,45.69,64.0
-108.45,47.17,64.0
-104.07,46.15,64.0
-105.82,48.43,64.0
-108.78,46.2,64.0
-103.78,48.82,64.0
-103.76,46.84,64.0
-103.79,48.93,64.0
-101.36,48.47,64.0
-105.31,48.7,64.0
-104.08,47.35,64.0
-104.38,47.54,64.0
-101.87,48.99,64.0
-103.57,48.6,64.0
-103.88,45.04,64.0
-107.36,47.15,64.0
-102.78,45.88,64.0
-102.38,46.87,64.0
-104.6,46.62,64.0
-105.93,47.55,64.0
-107.74,47.12,64.0
-105.37,48.97,64.0
-109.62,45.95,64.0
-106.19,47.83,64.0
-104.7,45.91,64.0
-106.1,46.0,64.0
-107.17,47.11,64.0
-109.72,45.77,64.0
-109.94,48.84,64.0
-109.57,48.82,64.0
-104.52,46.69,64.0
-108.15,48.02,64.0
-105.15,46.72,64.0
-102.55,46.91,64.0
-107.71,48.74,64.0
-106.23,45.58,64.0
-106.3,46.48,64.0
-100.72,46.13,64.0
-98.3,33.1,64.0
-99.38,33.88,64.0
-99.1,33.88,64.0
-99.32,33.9,64.0
-99.87,34.05,64.0
-99.12,34.07,64.0
-98.9,34.12,64.0
-104.73,37.09,64.0
-103.45,33.04,64.0
-103.69,38.31,64.0
-102.23,39.07,64.0
-93.25,31.51,64.0
-91.92,31.53,64.0
-92.24,31.58,64.0
-91.6,31.66,64.0
-93.1,31.68,64.0
-91.49,31.85,64.0
-91.91,31.85,64.0
-91.74,31.86,64.0
-91.25,31.91,64.0
-91.5,31.97,64.0
-93.68,32.02,64.0
-91.11,32.03,64.0
-92.08,32.03,64.0
-91.46,32.07,64.0
-91.05,32.13,64.0
-91.05,32.42,64.0
-91.24,32.55,64.0
-91.25,32.66,64.0
-91.64,32.87,64.0
-93.63,32.87,64.0
-91.24,32.92,64.0
-92.65,32.93,64.0
-88.68,30.58,64.0
-88.76,30.61,64.0
-89.09,30.89,64.0
-89.34,30.98,64.0
-89.72,31.1,64.0
-89.49,31.21,64.0
-90.42,31.33,64.0
-91.4,31.55,64.0
-88.96,31.67,64.0
-88.64,31.84,64.0
-90.92,31.85,64.0
-90.69,32.22,64.0
-90.76,32.5,64.0
-88.01,32.5,64.0
-90.0,32.62,64.0
-90.29,32.66,64.0
-90.27,32.87,64.0
-90.23,33.19,64.0
-88.19,33.36,64.0
-90.41,33.38,64.0
-90.2,33.68,64.0
-93.63,33.22,64.0
-93.09,33.57,64.0
-93.72,33.77,64.0
-91.92,33.86,64.0
-70.46,43.98,64.0
-48.5,-21.2667,64.0
-47.8817,-22.6,64.0
-46.0067,-23.2133,64.0
-50.74,-23.7267,64.0
-78.97,22.04,64.0
-92.76,20.74,64.0
-97.68,20.7,64.0
-98.42,21.02,64.0
-98.45,21.3,64.0
-98.53,21.4,64.0
-98.13,21.58,64.0
-98.13,21.93,64.0
-69.5217,-15.45,64.0
-99.73,34.38,64.0
-64.49,10.1817,64.0
124.987,-11.675,64.0
115.145,-30.0717,64.0
115.158,-29.9517,64.0
113.437,-24.3467,64.0
140.912,-37.9383,64.0
140.91,-37.6823,64.0
139.828,-37.1514,64.0
16.8,48.3667,64.0
23.4,43.7667,64.0
23.5167,43.25,64.0
23.7167,43.25,64.0
24.5333,43.2333,64.0
22.65,42.22,64.0
16.0883,50.5267,64.0
16.7683,48.9867,64.0
16.13,50.5,64.0
18.7333,49.6333,64.0
6.66,56.98,64.0
6.8962,56.2158,64.0
-0.85,43.4667,64.0
2.5833,42.7333,64.0
4.3,44.1667,64.0
2.7,48.4,64.0
-0.2683,43.1383,64.0
7.5817,43.3117,64.0
5.5067,41.8717,64.0
5.8533,41.625,64.0
6.5667,46.45,64.0
44.8167,41.5,64.0
10.5417,51.03,64.0
11.6167,51.04,64.0
10.65,51.2,64.0
10.6667,51.2,64.0
11.0667,52.09,64.0
11.4,52.49,64.0
11.425,52.39,64.0
12.1717,52.99,64.0
12.045,49.8783,64.0
10.6383,48.8367,64.0
