lon,lat,Bed Elevation,Mean Curvature,Sedthk,CurieDepth,Rocktype,LAB,Magnet Anolay,distance_to_volcano,distance_to_hotspot,moho,Bouguer Gravity,MiddleCrustThickness,UpperCrustThickness,Vp (km/s),Vs (km/s),TectReign,heat flow
-112,44.5,2292.7295,-0.039852667,0.291232189,12.40688767,10,77.47565456,18.07359396,80.09623941,103.7875407,40.3785857,-63.30836771,-33.78076617,-16.96388789,7.93857,4.31296,3,38
26,44.5,95.91379,-0.027077111,2.139903986,33.10128656,3,107.6402208,6.159906049,172.7248909,1566.5553,32.15185205,51.47090941,-25.03435357,-13.28600369,8.02207,4.39732,3,38.125
-71.5,44.5,543.4845,0.180815,1.10E-13,19.05816522,8,130.6270355,60.16460664,2849.973662,1902.426763,35.22,81.59160461,-26.02,-13.59,8.08195,4.45892,2,40
-72,44.5,484.06802,0.18253,0.743756755,17.003342,9,131.8448385,-54.43174757,2837.684464,1926.056541,37.08411354,76.84171538,-19.0425942,-13.2809709,8.09276,4.46942,2,41
73.5,44.5,465.66913,0.0204205,0.2,14.42110233,5,98.68990018,-41.14314251,1234.128931,4272.885939,41.91,7.501086038,-29.5,-14.84,8.22229,4.59799,2,41.5
135.5,44.5,569.95917,0.14657,0.01,27.80069411,1,60.97569911,-106.1085499,410.7178758,5301.467568,28.95,147.0844409,-16.96,-8.38,7.90709,4.27847,4,41.6
24,44.5,263.4257,-0.019487556,1.712694013,34.47861111,3,107.418496,34.13589227,181.6007416,1431.236855,31.02227131,51.65919218,-24.06903816,-12.58090115,7.94124,4.31728,3,41.7
134.5,44.5,548.2164,0.141423333,0.01,28.76032267,3,58.41404814,-45.53288009,476.5108748,5356.289592,28.71,114.7918786,-16.89,-8.32,7.89874,4.26961,3,42
86.5,44.5,381.05957,-0.028189667,8,34.06035478,1,90.27709544,86.55196768,1049.104536,5302.404458,44.34,-104.2458949,-39.06,-24.24,8.27623,4.65614,1,42
-67.5,44.5,2.0740829,0.160985,0.2,22.10445056,2,123.7656236,91.86129062,2869.532354,1741.721713,38.02,148.9190106,-23.84,-12.04,8.05555,4.43441,2,42.4
-123.5,44.5,141.47612,0.108465,1.2,20.79524922,3,58.98751398,-26.96270728,118.812687,541.7762523,34.3,141.8705752,-24.1,-13.27,8.03648,4.41139,3,42.42857143
88.5,44.5,545.5531,-0.009058833,3.5,25.24020944,1,83.96121068,31.14750018,957.6677274,5460.686394,45.19,-62.59397753,-38.16,-21.59,8.19611,4.57635,1,43.46666667
141.5,44.5,21.158176,0.030117167,1.5,27.37267189,9999,118.4579706,76.88143492,143.4602714,4998.893197,27.33,133.8251588,-19.75,-10.78,8.17519,4.54827,3,44.207
23.5,44.5,273.37918,-0.014332333,2.5,32.86492456,3,107.5778438,12.12794192,166.2586434,1397.823499,28.78,53.07119811,-22.75,-12.53,7.92957,4.30589,3,44.69230769
33.5,44.5,180.2833,0.015417333,4,29.98105711,5,114.4952599,-127.5186786,622.499818,1683.16722,29.1,163.3998046,-27.14,-15.13,8.20277,4.57896,2,45.5
88,44.5,594.92847,-0.015225157,1.574393554,27.19951756,1,85.4460237,13.43353045,981.1652601,5421.138755,45.08582314,-86.01612603,-37.72942859,-21.94512977,8.2197,4.59983,1,46.08571429
35,44.5,-441.20483,0.040850667,5.081740756,27.80975411,9999,114.3060975,-143.6589549,663.804383,1725.59669,34.354953,152.6640289,-25.99911854,-17.36300434,8.20323,4.57962,2,46.66666667
-123,44.5,298.4562,0.10865,0.688644148,20.18108711,2,59.92552027,166.7872551,90.92288478,578.5159372,31.27553414,86.31624144,-22.22786627,-12.05287866,8.04266,4.41759,3,47.15684211
24.5,44.5,301.71448,-0.023902833,2,34.28368422,3,107.3047494,48.89571448,177.398559,1464.829613,29.32,50.33267846,-22.9,-12.35,7.95988,4.33565,3,47.5
-93.5,44.5,280.37085,0.074042,0.2,23.543217,5,184.9483365,230.4799674,1195.91473,1269.047067,47.21,135.5052009,-27.8,-13.03,8.30649,4.68259,1,48
110,44.5,897.89404,-0.035941778,0.427630466,16.01607711,5,69.08666564,39.47725351,441.4982756,6268.997212,42.64671981,-31.67358198,-34.92943354,-18.2544542,7.98896,4.36705,3,49
46,44.5,-11.577241,-0.011052722,5.499940397,30.45690989,1,115.8764851,45.94624656,268.1284026,2256.770538,28.64830384,72.07372355,-33.21912149,-20.27845342,8.19803,4.57382,2,49
1.5,44.5,309.00143,-0.045453,0.8,14.50776144,6,78.8386691,4.764967982,516.3067263,752.6837377,27.87,97.34742784,-19.27,-9.91,8.00959,4.38933,3,50
-104.5,44.5,1163.9445,-0.161005,0.8,23.28967722,3,135.8279178,78.0005178,466.2955919,492.1507041,43.61,28.47259096,-36.98,-19.35,8.16964,4.54735,2,50
-110,44.5,2655.619,-0.042761333,1.512563302,17.46611,10,86.20080716,226.9543401,53.73610556,56.6660432,45.66694259,-67.66195433,-32.12794189,-16.02907112,8.05241,4.42727,3,50
23,44.5,222.74445,-0.009781656,1.607167164,33.39899433,3,107.8576195,-40.04441441,159.286495,1364.604184,30.2729043,43.0883451,-23.45714506,-12.04947679,7.92246,4.29905,3,50.13182691
39,44.5,101.79853,-0.045684,4.466730087,31.90658133,5,105.8520543,-8.573005276,466.2246138,1879.519081,36.77895359,56.94689811,-30.50636067,-19.19547007,8.16214,4.53826,2,50.26518889
-74,44.5,342.09042,0.179903333,0.762783085,14.51924856,9,138.5410349,399.1969059,2680.680676,2027.266845,37.10103827,124.2833533,-19.0425942,-13.61141716,8.18897,4.56463,2,51
25,44.5,249.59012,-0.026518556,1.890474535,32.56255956,3,107.2801271,12.26957353,166.9144519,1498.588341,31.68767411,51.50117671,-24.60181283,-13.00607978,7.98195,4.35748,3,51.42857143
25.5,44.5,171.75313,-0.027515333,3,32.47468867,3,107.41875,13.32039926,165.2724226,1532.500691,30.73,49.43788808,-23.14,-12.99,8.00254,4.37788,3,51.87078836
27.5,44.5,19.99382,-0.021472333,2,29.61532511,3,108.9671047,-41.01839345,221.1153307,1612.927026,32.36,108.694673,-25.15,-12.87,8.07888,4.45405,2,52
-109.5,44.5,1945.8779,-0.0600335,0.2,17.51279011,3,88.79147455,-24.04241336,93.1731937,95.89944123,47.74,-78.41628702,-31.54,-15.68,8.08571,4.46086,3,52.55
38,44.5,183.38046,-0.028332222,4.813665073,33.10411967,6,108.8890166,-77.34649171,537.5984325,1835.979956,36.10685596,108.7262085,-29.0020793,-19.01251337,8.17648,4.55292,2,52.625132
74.5,44.5,367.0191,0.019127667,0.2,17.50420922,1,96.22550551,-2.603522489,1232.528982,4351.766472,42.41,0.698552249,-30,-15.06,8.2051,4.58106,2,53
-69,44.5,65.89776,0.166963333,1.031767122,24.25997544,5,125.8902299,-114.9583568,2858.137357,1795.662453,37.32363108,116.9916013,-19.0425942,-13.23922214,8.08057,4.45878,2,54.16666667
38.5,44.5,150.6116,-0.038437,7,33.187044,3,107.3453313,-45.24369132,501.5615115,1857.360884,35.71,81.52884905,-32.25,-20.45,8.16959,4.54588,2,55.17232
-105,44.5,1231.8656,-0.172976667,2.620020707,23.30376333,3,130.114442,179.8101553,436.061364,452.4990477,44.86352831,21.40174136,-36.44076802,-19.78554977,8.17686,4.55443,2,55.85714286
124,44.5,160.63782,-0.007018233,0.781888035,28.30363467,1,67.54615456,59.59781051,125.201992,5994.019611,34.92099708,108.97286,-23.90397391,-12.04570397,8.109,4.48408,2,55.93333333
34,44.5,481.69812,0.026521111,4.968434427,29.46313722,6,114.4907105,-61.08737702,659.9507034,1696.293368,33.49407914,174.4276196,-25.71986579,-16.921204,8.2069,4.58314,2,56.5274
22.5,44.5,308.86047,-0.006706517,0.8,34.39604678,3,108.3776286,-130.8742175,160.537279,1331.594881,27.86,55.33648351,-22.03,-11.26,7.91903,4.29589,3,57
45.5,44.5,6.7966084,-0.013813333,5.5,29.45409111,1,112.9044852,72.01543332,249.2600444,2226.390708,40.05,68.38430493,-34.21,-20.7,8.1685,4.54442,2,57.23852444
-102,44.5,679.9611,-0.106716667,1.779631349,14.00677567,3,160.1483428,-3.394185307,634.8820862,690.3514684,45.83938164,42.99784476,-26.36932002,-13.7262863,8.19351,4.57191,2,57.45
-113.5,44.5,2235.9697,-0.0232445,0.1,15.50037089,6,72.92449927,-45.4781088,128.4749797,222.5252234,36.13,-87.50134288,-27.09,-13.34,7.91351,4.2875,3,58.33333333
-64,44.5,80.467735,0.155816667,2.747230495,29.549667,3,123.7556289,-107.8098444,2746.112527,1650.180934,36.12568936,108.5378433,-19.0425942,-14.39340244,8.09083,4.47073,2,59
-117,44.5,1278.7561,0.12662,-0.029978615,16.08035111,2,69.21248684,36.35957,142.2916131,500.0807047,33.85728249,7.038480961,-26.11073933,-13.23250027,7.9393,4.31311,3,61
115.5,44.5,993.0976,-0.054778167,0.2,20.211636,5,63.94657674,26.68111918,55.59754012,6414.416955,43.95,-6.93729577,-30.55,-15.77,8.00418,4.38098,3,61.75
-116,44.5,1972.0824,0.103935,-0.043741555,16.45329933,9,69.50419794,-77.36419732,144.5624993,420.7761542,34.44645893,-63.7514749,-28.05151282,-14.04969056,7.94204,4.31568,3,62
78,44.5,909.9669,0.014716333,0.449592501,19.75019044,6,97.21872681,-106.1485088,1087.535676,4628.574653,44.6107097,-28.78073834,-36.00075718,-19.58104215,8.16157,4.53969,2,63
-109,44.5,1403.1993,-0.083282,2.387926631,18.215675,1,91.68608188,41.26294867,132.7531347,135.3973443,48.3084996,-78.77879674,-35.34284347,-19.05788133,8.11146,4.48693,3,63
-100,44.5,557.4179,-0.053626,1.117047288,16.17024433,1,172.0476251,158.4139612,746.5128592,848.8099929,45.86281907,74.97837173,-31.37657612,-14.8750046,8.25633,4.63495,1,65
124.5,44.5,201.06831,-0.00042276,4,27.73551722,1,66.46004556,-32.69217369,99.06916719,5961.404815,35.09,108.6579544,-21.73,-11.65,8.10502,4.47999,2,66.3
-114.5,44.5,2119.3599,0.0287025,-1.37E-12,14.41062489,7,71.09448634,-26.1519298,177.4469025,301.8137502,33.91,-87.58364159,-26.99,-13.26,7.92778,4.30156,3,66.66666667
18,44.5,274.46774,-0.032278,1.543385372,36.6927165,6,78.79027948,0.669194857,270.6204174,1047.477658,30.31109809,108.9581024,-23.19002814,-12.35514532,7.91642,4.29614,3,67
2.5,44.5,813.9699,-0.0448985,1.99E-14,16.21894122,9,75.27367097,2.438385933,533.2652606,714.9524556,28.04,59.76066496,-19.33,-9.36,7.98423,4.36346,3,67
-63.5,44.5,45.61769,0.157455,0.1,29.22249867,3,125.3087232,-109.7987044,2706.457864,1641.388652,33.95,116.2476334,-21.76,-10.95,8.10588,4.48582,2,67.2295
43.5,44.5,189.43004,-0.031820333,5,24.869506,5,103.0609055,-131.9992871,235.843579,2109.497814,39.65,53.32091644,-35.1,-20.83,8.11068,4.48671,3,67.85
56.5,44.5,164.32964,-0.01416195,3,30.26763278,5,128.2655227,-28.6242978,1000.328246,2970.008341,39.66,65.89653575,-30.15,-16.5,8.13677,4.513,2,69
-121.5,44.5,760.02014,0.112915,-4.70E-12,17.08882989,3,63.44744772,-68.4463774,15.16996302,690.2147476,41,32.35815773,-31.28,-16.11,8.01511,4.39,3,69
42,44.5,448.5007,-0.040352444,3.27267703,20.34678111,3,98.46141331,-65.78948588,283.6826231,2027.266845,28.47736216,70.08160222,-35.70020208,-19.62255094,8.12726,4.50299,3,69.0822
45,44.5,31.760115,-0.018319,4.820398622,27.47761867,1,110.0652765,15.94251855,235.843579,2196.453896,28.4477405,65.15068682,-34.67031196,-20.80350005,8.14261,4.51865,3,69.27902818
-122.5,44.5,904.1607,0.10923,0.1,19.23022922,2,61.07676545,48.18706452,52.24210526,615.5328793,40.83,52.85132853,-27.85,-14.55,8.04094,4.41587,3,69.958
40.5,44.5,266.72546,-0.050710833,5,19.34713389,5,102.4400483,37.09448717,366.4408106,1950.381503,37.95,64.61855257,-35.4,-20.89,8.145,4.5207,2,70.00432
40.5,44.5,266.72546,-0.050710833,5,19.34713389,5,102.4400483,37.09448717,366.4408106,1950.381503,37.95,64.61855257,-35.4,-20.89,8.145,4.5207,2,70.00432
40.5,44.5,266.72546,-0.050710833,5,19.34713389,5,102.4400483,37.09448717,366.4408106,1950.381503,37.95,64.61855257,-35.4,-20.89,8.145,4.5207,2,70.00432
40.5,44.5,266.72546,-0.050710833,5,19.34713389,5,102.4400483,37.09448717,366.4408106,1950.381503,37.95,64.61855257,-35.4,-20.89,8.145,4.5207,2,70.00432
40.5,44.5,266.72546,-0.050710833,5,19.34713389,5,102.4400483,37.09448717,366.4408106,1950.381503,37.95,64.61855257,-35.4,-20.89,8.145,4.5207,2,70.00432
40.5,44.5,266.72546,-0.050710833,5,19.34713389,5,102.4400483,37.09448717,366.4408106,1950.381503,37.95,64.61855257,-35.4,-20.89,8.145,4.5207,2,70.00432
40.5,44.5,266.72546,-0.050710833,5,19.34713389,5,102.4400483,37.09448717,366.4408106,1950.381503,37.95,64.61855257,-35.4,-20.89,8.145,4.5207,2,70.00432
40.5,44.5,266.72546,-0.050710833,5,19.34713389,5,102.4400483,37.09448717,366.4408106,1950.381503,37.95,64.61855257,-35.4,-20.89,8.145,4.5207,2,70.00432
40.5,44.5,266.72546,-0.050710833,5,19.34713389,5,102.4400483,37.09448717,366.4408106,1950.381503,37.95,64.61855257,-35.4,-20.89,8.145,4.5207,2,70.00432
40.5,44.5,266.72546,-0.050710833,5,19.34713389,5,102.4400483,37.09448717,366.4408106,1950.381503,37.95,64.61855257,-35.4,-20.89,8.145,4.5207,2,70.00432
40.5,44.5,266.72546,-0.050710833,5,19.34713389,5,102.4400483,37.09448717,366.4408106,1950.381503,37.95,64.61855257,-35.4,-20.89,8.145,4.5207,2,70.00432
40.5,44.5,266.72546,-0.050710833,5,19.34713389,5,102.4400483,37.09448717,366.4408106,1950.381503,37.95,64.61855257,-35.4,-20.89,8.145,4.5207,2,70.00432
40.5,44.5,266.72546,-0.050710833,5,19.34713389,5,102.4400483,37.09448717,366.4408106,1950.381503,37.95,64.61855257,-35.4,-20.89,8.145,4.5207,2,70.00432
40.5,44.5,266.72546,-0.050710833,5,19.34713389,5,102.4400483,37.09448717,366.4408106,1950.381503,37.95,64.61855257,-35.4,-20.89,8.145,4.5207,2,70.00432
40.5,44.5,266.72546,-0.050710833,5,19.34713389,5,102.4400483,37.09448717,366.4408106,1950.381503,37.95,64.61855257,-35.4,-20.89,8.145,4.5207,2,70.00432
40.5,44.5,266.72546,-0.050710833,5,19.34713389,5,102.4400483,37.09448717,366.4408106,1950.381503,37.95,64.61855257,-35.4,-20.89,8.145,4.5207,2,70.00432
40,44.5,212.40604,-0.051662,4.053839821,23.47433444,5,103.4400547,19.03724604,398.3990351,1926.056541,37.46325307,68.29479187,-31.88895079,-19.19872146,8.14866,4.52447,2,70.49801
52,44.5,-8.951986,-0.017921444,6.707185362,29.91288578,5,135.887408,77.16574936,665.2804208,2649.825636,28.61127676,84.17001478,-27.36883426,-14.54872535,8.26984,4.64571,1,75
18.5,44.5,241.34854,-0.032278,0.4,33.19475786,5,80.36597153,-16.10692172,277.436518,1077.570602,27.78,104.4372156,-20.06,-9.99,7.89532,4.27483,3,75
-118,44.5,1210.4932,0.131283333,-0.018146463,13.31548667,2,70.12885963,-48.04345523,167.5643048,579.3729304,33.75374388,5.959226119,-25.22116666,-12.70020927,7.9305,4.30457,3,75
43,44.5,295.07224,-0.034561222,3.6414011,23.60381067,5,101.1484104,-49.27472817,246.7483676,2081.533063,28.5094523,51.51932627,-35.44653041,-20.2676789,8.11309,4.48901,3,75.112216
-1,44.5,40.712673,-0.044292333,1.700948651,32.95799078,1,128.2916112,-15.7219136,530.4127178,868.5064363,28.94995994,95.04462769,-20.84435966,-11.74442498,8.07322,4.45392,2,75.66666667
-116.5,44.5,1472.5985,0.118365,-8.81E-13,14.99760656,2,69.25272161,-47.4167979,139.3262175,460.4295775,34.47,-14.84469709,-27.07,-13.76,7.94279,4.31649,3,75.66666667
4.5,44.5,331.8642,-0.045479,4,23.73110133,1,70.66585973,-11.55030118,553.653625,659.0024163,28.17,82.31169652,-20.04,-11.82,7.96572,4.34418,4,75.88636364
-120.5,44.5,969.7626,0.118835,0.01,15.15280378,1,65.92741543,-95.30540156,90.38290312,765.5412555,37.78,24.10879712,-26.21,-13.4,7.97686,4.35158,3,76.225
44,44.5,149.7631,-0.028230111,4.179608601,25.19695711,5,105.2281841,-60.55172561,228.8404403,2137.987077,28.42305578,52.05247075,-34.95683968,-20.71524496,8.11191,4.48802,3,78.33333333
147.5,44.5,-151.07362,0.155415,2,29.88197878,9999,117.7456625,4.818178418,27.51034478,4748.104438,18.58,302.2443351,-15.48,-9.4,8.14549,4.52232,6,79
39.5,44.5,141.21954,-0.050245333,4,27.73414033,5,104.5704694,-1.737551791,431.761082,1902.426763,36.62,55.27816547,-34.6,-20.07,8.1547,4.53066,2,79.13052
44.5,44.5,82.38367,-0.023545,4.01,26.28019322,1,107.5430002,-25.6040379,228.8404403,2166.979353,38.52,59.08580799,-34.18,-19.94,8.12256,4.49868,3,79.4477
-64.5,44.5,120.16697,0.15478,0.01,28.65571144,9,122.4601018,-74.96355557,2785.765627,1660.088477,35.65,94.99591563,-27.17,-14.4,8.07466,4.45451,2,79.5
41,44.5,339.4257,-0.047806111,3.088286477,18.64107511,5,99.20947244,-12.252159,336.2881848,1975.375278,28.35578993,65.78061413,-35.72980519,-20.24448111,8.14064,4.51627,2,82.27577882
42.5,44.5,396.45203,-0.037199,2.5,21.63766456,3,99.66136301,-24.17626455,262.7778879,2054.115075,39.92,57.5284807,-35.42,-19.71,8.11955,4.49537,3,82.8213
-1.5,44.5,-10.254459,-0.0437945,4.5,33.14062678,1,131.0227491,-19.27832092,542.631965,894.5960572,29.19,113.5065834,-20.37,-12.46,8.0806,4.46136,2,82.85714286
-121,44.5,1032.4553,0.11579,-0.0024973,16.64060689,2,64.64413555,-99.45255041,51.22926822,727.8105911,35.14144101,37.1747437,-25.57341023,-13.23190573,7.9956,4.37042,3,85.81111111
0,44.5,77.76331,-0.044414,1.639749823,22.11751267,5,117.1376243,-10.72451382,515.0458185,818.990604,28.99949848,87.2841904,-21.25087757,-11.4859845,8.05255,4.43304,2,88
41.5,44.5,388.30124,-0.044076833,2.5,20.10075444,3,97.46865399,-29.03669673,308.4723359,2001.0121,39.13,65.10860126,-35.65,-19.82,8.1343,4.50995,3,89.40537714
5,44.5,757.2696,-0.046224667,2.016631075,23.43648389,5,69.95870084,-8.647757462,529.4009931,649.7144433,26.67882352,67.07317965,-19.35482763,-11.25094289,7.9684,4.34664,4,91
22,44.5,491.36255,-0.005447478,1.585246758,34.23179744,3,109.0259894,-113.3209071,149.4341059,1298.813044,29.54001761,97.37066657,-22.85146133,-11.57950519,7.91619,4.29339,3,92.048
4,44.5,848.1641,-0.044590667,1.668161406,20.55620389,9,71.49879152,-8.160309,579.7816502,670.2725872,27.0419017,71.64714991,-19.26090158,-10.18851184,7.96419,4.34283,4,92.39285714
21.5,44.5,349.9208,-0.005259633,0.69,32.79663911,6,109.7470013,-70.247127,148.1951388,1266.277767,26.88,104.8908131,-20.95,-10.67,7.91332,4.29086,3,94
3,44.5,1047.3055,-0.044146333,1.323609601,16.28834367,9,73.72656641,-1.983181151,546.2145804,698.3570364,27.39374456,53.01607285,-19.42316789,-9.876247633,7.97417,4.35317,3,97
19,44.5,136.4193,-0.002736244,1.401112524,32.10069033,3,82.07752417,-7.24427336,257.309359,1108.107856,29.99003852,103.7555031,-23.12652127,-11.81907858,7.88291,4.2621,3,99.33333333
21,44.5,118.91188,-0.005434211,1.652353836,29.97705,3,100.9325809,-21.43961251,157.0540466,1234.009973,28.93358537,112.4666197,-22.54172881,-11.50537494,7.90632,4.2842,3,107
-122,44.5,1236.075,0.11067,0.041244611,17.85663867,1,62.27458611,-80.06287064,12.72889519,652.7786031,33.90048828,25.76015351,-24.62247855,-13.03991585,8.03156,4.40649,3,110.4162162
20.5,44.5,127.47292,-0.0052546,0.69,28.00855,3,88.52275762,1.600373644,174.4791437,1202.032608,26.22,109.8607366,-19.84,-10.17,7.89657,4.27476,3,116.6666667
20.5,44.5,127.47292,-0.0052546,0.69,28.00855,3,88.52275762,1.600373644,174.4791437,1202.032608,26.22,109.8607366,-19.84,-10.17,7.89657,4.27476,3,116.6666667
20.5,44.5,127.47292,-0.0052546,0.69,28.00855,3,88.52275762,1.600373644,174.4791437,1202.032608,26.22,109.8607366,-19.84,-10.17,7.89657,4.27476,3,116.6666667
20.5,44.5,127.47292,-0.0052546,0.69,28.00855,3,88.52275762,1.600373644,174.4791437,1202.032608,26.22,109.8607366,-19.84,-10.17,7.89657,4.27476,3,116.6666667
20.5,44.5,127.47292,-0.0052546,0.69,28.00855,3,88.52275762,1.600373644,174.4791437,1202.032608,26.22,109.8607366,-19.84,-10.17,7.89657,4.27476,3,116.6666667
20.5,44.5,127.47292,-0.0052546,0.69,28.00855,3,88.52275762,1.600373644,174.4791437,1202.032608,26.22,109.8607366,-19.84,-10.17,7.89657,4.27476,3,116.6666667
20.5,44.5,127.47292,-0.0052546,0.69,28.00855,3,88.52275762,1.600373644,174.4791437,1202.032608,26.22,109.8607366,-19.84,-10.17,7.89657,4.27476,3,116.6666667
20.5,44.5,127.47292,-0.0052546,0.69,28.00855,3,88.52275762,1.600373644,174.4791437,1202.032608,26.22,109.8607366,-19.84,-10.17,7.89657,4.27476,3,116.6666667
20.5,44.5,127.47292,-0.0052546,0.69,28.00855,3,88.52275762,1.600373644,174.4791437,1202.032608,26.22,109.8607366,-19.84,-10.17,7.89657,4.27476,3,116.6666667
20.5,44.5,127.47292,-0.0052546,0.69,28.00855,3,88.52275762,1.600373644,174.4791437,1202.032608,26.22,109.8607366,-19.84,-10.17,7.89657,4.27476,3,116.6666667
20.5,44.5,127.47292,-0.0052546,0.69,28.00855,3,88.52275762,1.600373644,174.4791437,1202.032608,26.22,109.8607366,-19.84,-10.17,7.89657,4.27476,3,116.6666667
20.5,44.5,127.47292,-0.0052546,0.69,28.00855,3,88.52275762,1.600373644,174.4791437,1202.032608,26.22,109.8607366,-19.84,-10.17,7.89657,4.27476,3,116.6666667
20.5,44.5,127.47292,-0.0052546,0.69,28.00855,3,88.52275762,1.600373644,174.4791437,1202.032608,26.22,109.8607366,-19.84,-10.17,7.89657,4.27476,3,116.6666667
20.5,44.5,127.47292,-0.0052546,0.69,28.00855,3,88.52275762,1.600373644,174.4791437,1202.032608,26.22,109.8607366,-19.84,-10.17,7.89657,4.27476,3,116.6666667
20.5,44.5,127.47292,-0.0052546,0.69,28.00855,3,88.52275762,1.600373644,174.4791437,1202.032608,26.22,109.8607366,-19.84,-10.17,7.89657,4.27476,3,116.6666667
20.5,44.5,127.47292,-0.0052546,0.69,28.00855,3,88.52275762,1.600373644,174.4791437,1202.032608,26.22,109.8607366,-19.84,-10.17,7.89657,4.27476,3,116.6666667
147,44.5,-172.77414,0.155256667,1.582570954,30.27605067,1,118.9045917,-124.8515578,21.12179821,4766.798896,17.44499823,305.96649,-11.92328048,-7.627247299,8.14109,4.51774,2,120
19.5,44.5,111.2329,-0.003404633,0.4,30.488414,3,84.12096852,4.742847284,226.3060666,1139.052462,25.54,104.3903789,-18.92,-9.5,7.88228,4.26112,3,120
-115.5,44.5,2185.8064,0.0838535,-6.35E-13,18.38298356,9,69.85687856,7.767597996,149.5895588,381.1214344,34.53,-78.61768943,-29.07,-14.46,7.93791,4.31157,3,123.3333333
8,45,186.35168,-0.051794667,1.496808477,15.52689911,1,65.80550811,3.769898698,372.7254829,584.0486074,27.214847,-1.855138087,-20.75404508,-12.34526791,8.05477,4.43337,3,26.18905
-78.5,45,436.8651,-0.030422,0.700811773,18.87493944,8,157.7010816,-90.62921596,2344.737249,2322.616242,41.53547728,81.11498338,-19.0425942,-12.87460782,8.25978,4.63757,1,27
7.5,45,405.54077,-0.052406,1.547010654,14.84665956,1,66.94610155,39.29824449,404.6854876,579.9563631,27.04268492,87.11644686,-20.62973701,-12.61713383,8.04242,4.42055,3,28.4858
74,45,344.85913,0.019747111,0.39912911,18.12127911,1,97.36052714,101.8128688,1300.623872,4318.383062,41.27918479,11.54020003,-29.16795299,-13.94073649,8.22707,4.60314,1,29
72,45,401.01227,0.026262,0.950084414,13.598688,7,103.4624184,-1.838519489,1243.742718,4162.443097,41.38210267,28.48943935,-30.53866732,-15.22293385,8.24766,4.62337,1,30
-124,45,259.63226,0.108496667,1.596964316,18.17086711,3,58.34094171,108.5006658,122.2674277,485.352874,27.38608935,176.6727983,-18.66294317,-10.30477019,8.03094,4.40576,3,30
71.5,45,363.72906,0.0264325,1.113536008,14.850051,6,105.3181038,1.845756169,1232.649962,4123.555019,41.40708382,29.66271319,-30.44786642,-15.23239916,8.24027,4.61604,1,31
-74,45,52.194363,0.179903333,0.601592296,15.45655578,6,141.2192388,161.1811252,2690.000295,2068.880799,37.44654905,123.3706192,-19.0425942,-13.21609481,8.20137,4.57733,2,31
-74.5,45,56.12919,0.17451,0.615486313,15.73455756,6,143.3725282,175.3793738,2651.338714,2094.988826,37.30253358,130.9834983,-19.0425942,-13.17613445,8.22046,4.5962,2,31
-6,45,-4715.8765,-0.061190333,1.900303662,23.69293056,9999,111.5372486,-11.36053698,759.0490998,1124.613952,25.94385909,436.9885432,-16.24082106,-8.267266966,8.10521,4.48615,6,31.4
110,45,913.1896,-0.035941778,0.383667588,18.12529922,5,69.2719415,-4.164140187,450.0535961,6216.836888,42.35684838,-38.85236233,-34.91586729,-18.24237174,7.991,4.36908,3,36
9.5,45,66.3294,-0.046535,1.358684582,18.67774889,1,63.96890857,-17.38388969,289.1167608,610.0919329,28.19229181,-15.81486141,-21.32103582,-12.12373088,8.09295,4.47277,3,37.83333333
-111,45,2179.0366,-0.030000667,0.823694105,13.44269844,8,82.56349,-38.57395732,68.53531277,70.80512455,43.93163271,-73.72038685,-33.11835671,-16.81848292,7.98024,4.35473,3,38
84.5,45,347.20374,-0.027043833,1.555131151,30.71813322,1,95.42116227,-33.01535044,1068.08152,5142.496127,44.15810865,-26.72692834,-37.6889804,-20.81566129,8.28865,4.66868,1,38.1
72.5,45,489.9397,0.024449333,0.789432158,13.57624567,9,101.6180385,-46.56779162,1256.183488,4201.372369,41.3120862,4.497636167,-30.4064048,-14.96497405,8.24788,4.62363,1,38.45454545
10,45,57.7154,-0.043805667,1.327709711,20.76434811,1,64.28388384,-14.71745252,267.4813911,623.0411403,28.62490394,6.512643307,-21.57297808,-12.29204299,8.10113,4.48109,3,38.63636364
8.5,45,107.70685,-0.050605,1.448368765,17.28620633,1,64.74752196,44.64455595,342.458925,590.4895709,27.47032258,-3.382031146,-20.90087225,-12.10521842,8.06733,4.44639,3,39.83333333
-69.5,45,195.38206,0.169445,0.753534514,25.45133533,8,127.8160434,-75.01758376,2910.460232,1863.486809,37.86400846,111.5638366,-19.0425942,-13.44962626,8.1074,4.48545,2,40
-71,45,616.1063,0.17833,0.609306716,19.17035544,9,87.626,-21.0945379,2905.687987,1925.516076,37.6418896,91.82841348,-19.0425942,-13.32910629,8.11249,4.48998,2,40
-123,45,98.019394,0.10865,0.783594546,19.816433,1,37.59117,168.1731521,51.48031554,560.4943903,31.35388126,103.0959738,-22.39684398,-12.12169353,8.04253,4.41745,3,40.2
86,45,338.16623,-0.029889222,1.760872774,35.22608811,1,90.18460848,130.3240404,1042.386743,5260.379659,44.8607332,-71.86717775,-37.17230534,-22.5704956,8.27419,4.65426,1,41
-120,45,869.8658,0.12184,0.024030089,13.78312744,2,68.90372825,59.29759448,130.4923488,737.6582219,35.75536182,33.08042508,-26.19773368,-13.41500397,7.98483,4.35935,3,41
